发帖时间,发帖人,primary_topic,topic_score,互动数,评论数,分享数,完整图片数,帖子链接,外部链接,摘录,topic_scores,matched_keywords
2026-03-09 23:24:27,Sherry Michie,accessory_storage,3,19,4,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26613706018247559/,,Just received my Bird and Bam Wine colored wooden racks with magneti pushers. Just received my Bird and Bam wine dcolored wooden racks with magnetic pushers and LOVE them. They are so much lighter than the arylic I will now be selling. They look great with my Maison Mahj and Le Fete tiles.,"{""tile_theme_pattern"": 1, ""accessory_storage"": 2}","{""tile_theme_pattern"": [""bird""], ""accessory_storage"": [""racks"", ""pushers""]}"
2026-01-08 04:15:51,Paul Miller,tile_theme_pattern,3,19,4,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26044688641815969/,,"So here are some very nice antique tiles, more than half bone and good quality bone too. A good set but ordinary looking. First I retouched where paint had fallen away, then had a look at the set to see what might improve it. The process is 1 Carve 2 Paint 3 Clean away excess paint Repeat 1-3 until ... st photo shows the tiles from p12 of the Red Japanese Museum Book that helped me design these tiles.","{""tile_theme_pattern"": 2, ""quality_risk"": 1}","{""tile_theme_pattern"": [""red"", ""design""], ""quality_risk"": [""quality""]}"
2026-05-10 16:42:48,Judith Mills Brooks,tile_theme_pattern,4,19,3,0,3,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27294228490195305/,,"Loving the art of the game and its ancient mystery is only the beginning. The social energy it cultivates and the brain boost feels so healthy. And THEN....there is the visual and tactile joy. Enthusiasts design and dedicate entire spaces to playing, curate gorgeous tile collections, and turn the pr ... can also accommodate cards, zip bags, wallet, keys, water bottle, snacks, and even racks in a pinch.","{""tile_theme_pattern"": 2, ""accessory_storage"": 2}","{""tile_theme_pattern"": [""garden"", ""design""], ""accessory_storage"": [""racks"", ""bags""]}"
2026-04-30 11:48:13,Natasha Johnson,accessory_storage,3,19,3,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27174958028789019/,https://gma-themahjonghouse.myshopify.com/?utm_source=GMAArticle&utm_medium=website&utm_campaign=GMAArticle,"The Mahjong House is on GMA Deals & Steals today. Tiles, travel tiles, racks, and double-sided mats https://gma-themahjonghouse.myshopify.com/","{""mat_table_surface"": 1, ""accessory_storage"": 2}","{""mat_table_surface"": [""mats""], ""accessory_storage"": [""racks"", ""travel""]}"
2026-03-14 01:09:17,Stephanie Thurman,accessory_storage,3,19,3,1,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26654965087454985/,,I absolutely LOVE the card sleeve I ordered! I just had to share! I get nothing from sharing this and I do not know the seller. The seller was wonderful and very responsive. I love it so much that I've ordered another one AND a sticker to put on the Big Card since she doesn't have sleeves yet that f ... t my large NMJL card. She also has the standard size. The insert inside the sleeve is not a sticker.,"{""accessory_storage"": 3}","{""accessory_storage"": [""nmjl card""]}"
2026-03-07 01:48:05,Johni Levene,accessory_storage,6,19,3,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26585481507736677/,https://amzn.to/4ugi6ju?content_source=fb&fb_content_id=Q9-wBQFBefn_eIrl9p2Usj2Zqs1BSAj-3pfixEDPocbkYN6wiXNxNUEwv2CpEeufOiA&channel_type=fb,"Who was waiting for that cute Gustaria travel set to restock on Amazon? It's in, AND it's on sale! It's just over $100 for tiles, racks AND a cute storage bag, that is the lowest price I've seen on it. Natasha featured this one on her travel set comparison last week. Here is the groups admin link to it. https://amzn.to/4ugi6ju","{""accessory_storage"": 3, ""buying_matching"": 2, ""quality_risk"": 1}","{""accessory_storage"": [""racks"", ""storage"", ""travel""], ""buying_matching"": [""link"", ""amazon""], ""quality_risk"": [""price""]}"
2026-02-27 19:39:01,Susan Hodge Sauls,tile_theme_pattern,7,19,3,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26514808698137292/,,"I decided I wanted a copy of ""Mah Jongg: The Art of the Game."" I was fortunate enough to find one on eBay for a reasonable price (so I'll have more money to spend on sets!😉🤣Anyway, it is fascinating--layered tiles are nothing new, and the debate over the artwork used on tiles could have started with ... peated in current designs (Green and Red Dragons, for example), and there are myriad Flower designs.","{""tile_design_readability"": 2, ""tile_theme_pattern"": 3, ""quality_risk"": 2}","{""tile_design_readability"": [""symbols"", ""dragons""], ""tile_theme_pattern"": [""green"", ""red"", ""flower""], ""quality_risk"": [""price"", ""copy""]}"
2026-06-30 17:33:48,Sherri Q Zavala,mat_table_surface,8,19,2,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27939893195628828/,,All set to host Americana Mahj! Tiles: Rack it Mahjong Mat and racks: Whimsey and Grace Tablecloth : Amazon Bracelets: Me! Winning Minis Wigglitz (from a local toy store),"{""mat_table_surface"": 5, ""accessory_storage"": 2, ""buying_matching"": 1}","{""mat_table_surface"": [""mat"", ""mahjong mat"", ""tablecloth""], ""accessory_storage"": [""rack"", ""racks""], ""buying_matching"": [""amazon""]}"
2025-12-12 05:03:15,Dee Clair,tile_design_readability,3,19,2,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25829843563300479/,,So much fun and laughs around the Christmas mahjong table today! ‘Tis the season…when everyone says “‘tis!”. #mahjong #mahj #mahjongg #dots #bams #craks #winds #dragons #mahjongaddict #games #tiles #inmymahjongera #tistheseason,"{""tile_design_readability"": 3}","{""tile_design_readability"": [""dots"", ""bams"", ""dragons""]}"
2026-06-05 22:14:59,Mary D Gransee,accessory_storage,4,19,1,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27635040959447388/,,Amazon tile bag for my Hobby Lobby tiles. Mah Jongg on a budget.,"{""accessory_storage"": 3, ""buying_matching"": 1}","{""accessory_storage"": [""tile bag""], ""buying_matching"": [""amazon""]}"
2025-12-22 06:01:25,Andrew Keeler,tile_design_readability,3,19,1,1,3,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25915536258064542/,,Fun holiday mahjong night. May your days be filled with flowers and jokers. Crisloid tiles around the buddha head. Charleston Mahjong Club Apres Ski set with Christine Whitman wooden racks.,"{""tile_design_readability"": 1, ""tile_theme_pattern"": 1, ""accessory_storage"": 1}","{""tile_design_readability"": [""jokers""], ""tile_theme_pattern"": [""flowers""], ""accessory_storage"": [""racks""]}"
2025-11-29 17:51:48,Rachel Miedema,mat_table_surface,3,18,18,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25725200007098169/,,"Looking for a Mat with rules/guidance printed on it. I want to teach family over the holidays and I know the math having the guidance really helped me when I was learning. I’m considering the OMM mats, do any other brands do mats like this? Want to avoid Amazon. My friends mat had a lot of typos 🫠","{""mat_table_surface"": 2, ""buying_matching"": 1}","{""mat_table_surface"": [""mat"", ""mats""], ""buying_matching"": [""amazon""]}"
2026-03-22 00:42:07,DelightfulCamel5746,accessory_storage,3,18,17,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26736390755979084/,,Anyone know when mah Jong 4 friends will have the 2026 nmjl card available for play?? 🙂 Edit: all good now!!,"{""accessory_storage"": 3}","{""accessory_storage"": [""nmjl card""]}"
2026-03-11 19:45:59,Maureen Rush Brickman,tile_design_readability,8,18,17,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26632048906413270/,,"When playing with all the new MJ sets frequently the bams are green, the dots are round but the cracks are pink or purple as is the matching dragon. Do you discard saying pink or purple for that dragon?","{""tile_design_readability"": 4, ""tile_theme_pattern"": 3, ""buying_matching"": 1}","{""tile_design_readability"": [""dots"", ""bams"", ""cracks"", ""dragon""], ""tile_theme_pattern"": [""pink"", ""green"", ""purple""], ""buying_matching"": [""matching""]}"
2025-11-01 04:04:52,Shannon Dorsey Grundmeyer,tile_theme_pattern,5,18,17,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25470867709198068/,,Looking for a pretty mat that would match The Mahjong Line -Mountain Line (white background). I have a solid navy but want something simple but colorful. I have cherry red racks. Show me what you have paired with yours if you have this tile set! Thanks!!,"{""tile_theme_pattern"": 2, ""mat_table_surface"": 1, ""accessory_storage"": 1, ""buying_matching"": 1}","{""tile_theme_pattern"": [""navy"", ""red""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks""], ""buying_matching"": [""match""]}"
2026-06-23 07:16:57,Andrea Stamper,buying_matching,3,18,16,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27852952947656187/,,Which set is your favorite?,"{""buying_matching"": 3}","{""buying_matching"": [""which set""]}"
2026-05-27 18:32:58,Nikki Nicole,mat_table_surface,6,18,16,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27506250242326461/,,I missed out on the Jonathan Adler mahjong mat from Michaels. Any recommendations on close look a like mats with the same vibrant colors?,"{""tile_theme_pattern"": 1, ""mat_table_surface"": 5}","{""tile_theme_pattern"": [""colors""], ""mat_table_surface"": [""mat"", ""mats"", ""mahjong mat""]}"
2026-04-24 22:16:42,Mandy Charpentier,buying_matching,4,18,16,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27107715875513235/,,I'm looking for mat ideas to pair with my Four Friends Architectural tiles. I love the simple look of them! Crowd sourcing for the best options! TIA!,"{""mat_table_surface"": 1, ""buying_matching"": 3}","{""mat_table_surface"": [""mat""], ""buying_matching"": [""pair with""]}"
2026-03-03 15:26:15,Jennie Genwright,mat_table_surface,5,18,16,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26551479024470259/,,I want a pretty mat and pushers (might just settle for clear) but all the mats I’ve seen that look like good quality and are pretty are usually sold out. Any suggestions for ones that are usually in stock?,"{""tile_design_readability"": 1, ""mat_table_surface"": 2, ""accessory_storage"": 1, ""quality_risk"": 1}","{""tile_design_readability"": [""clear""], ""mat_table_surface"": [""mat"", ""mats""], ""accessory_storage"": [""pushers""], ""quality_risk"": [""quality""]}"
2026-02-24 17:48:18,Maureen Anders Pike,tile_theme_pattern,3,18,15,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26484528777831951/,,"ISO My mom ❤️turns 75 and I want to get her a set of beautiful tiles, mat and racks with main color being navy and white- would love suggestions from you Mahj queens!","{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""accessory_storage"": 1}","{""tile_theme_pattern"": [""navy""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks""]}"
2026-02-02 03:31:03,Nikki Metzger-Skidmore,mat_table_surface,8,18,15,0,4,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26271560922462072/,,I need a table cloth for a card table to put under my enchanted mat with pink Sams bloom set! What color for the table cloth? (Borrowed pictures for reference.,"{""tile_theme_pattern"": 1, ""mat_table_surface"": 7}","{""tile_theme_pattern"": [""pink""], ""mat_table_surface"": [""mat"", ""table cloth"", ""card table""]}"
2026-01-13 21:49:16,Donna Thomas Gilpatrick,mat_table_surface,3,18,15,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26094606146824218/,,I have this Chinoise set from Yellow Mountain. I've had it about 10 years. Since the pattern is so busy I'm having a hard time finding a mat. Surely some of you have these tiles. Any suggestions for mats?,"{""tile_design_readability"": 1, ""mat_table_surface"": 2}","{""tile_design_readability"": [""busy""], ""mat_table_surface"": [""mat"", ""mats""]}"
2025-12-16 23:28:53,Mayzie Karels,accessory_storage,5,18,15,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25869756739309161/,,"Update on Miss Mahjong order: My husband reached out because he wanted to be sure that I had something to open for Christmas and Miss Mahjong said that she could resend the order once it had been two weeks with no movement, but that she would send a pair of shufflers complementary so I could have so ... /11 and no updates since then. I know packages are slow right now just seems like it’s been a while!","{""mat_table_surface"": 1, ""accessory_storage"": 3, ""quality_risk"": 1}","{""mat_table_surface"": [""mat""], ""accessory_storage"": [""tile bag""], ""quality_risk"": [""quality""]}"
2026-06-10 16:02:44,Ellis Newport,tile_theme_pattern,4,18,14,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27693309003620583/,,I am on a quest to change out all my colors of plastic racks to wooden and hopefully scalloped ones. I need a fuchsia set and a royal purple set. I’d also love a true orange set. If you know where I can find any of these colors I’d be forever grateful! Trying not to spend over $100 a set but will for these colors.,"{""tile_theme_pattern"": 3, ""accessory_storage"": 1}","{""tile_theme_pattern"": [""colors"", ""orange"", ""purple""], ""accessory_storage"": [""racks""]}"
2026-05-22 00:00:37,Kathy Meeker,tile_theme_pattern,4,18,14,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27439292505688902/,,"For those of you designing your mats for yourself or to sell, where do you have them printed? Are you having them done on the neoprene or suede like material? I’m thinking of doing this myself but don’t know where I would get them made. Same with tiles you design yourself. Thanks","{""tile_theme_pattern"": 2, ""mat_table_surface"": 2}","{""tile_theme_pattern"": [""designing"", ""design""], ""mat_table_surface"": [""mats"", ""neoprene""]}"
2026-05-12 23:43:17,MaryJane Karwoski,tile_theme_pattern,3,18,14,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27322590854025735/,,Has anyone purchased wooden racks from Bird & Bamboo? They look very nice and high quality. Is my assessment correct?,"{""tile_theme_pattern"": 1, ""accessory_storage"": 1, ""quality_risk"": 1}","{""tile_theme_pattern"": [""bird""], ""accessory_storage"": [""racks""], ""quality_risk"": [""quality""]}"
2026-04-30 13:45:51,Josie Esposito,accessory_storage,3,18,14,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27175987462019409/,,The Mahjong House travel set: Looks like racks have an exposure area which I like. Can someone tell me if tiles stay on sloped part of rack or do they slide off?,"{""accessory_storage"": 3}","{""accessory_storage"": [""rack"", ""racks"", ""travel""]}"
2026-03-21 04:15:47,Michelle Burnett,tile_theme_pattern,3,18,14,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26727788163506010/,,Recommendations for a mat < $50 to coordinate with My Mahj Trove Pink? Thank you!,"{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""buying_matching"": 1}","{""tile_theme_pattern"": [""pink""], ""mat_table_surface"": [""mat""], ""buying_matching"": [""coordinate""]}"
2026-01-02 22:28:49,Suma Biddanda,tile_theme_pattern,5,18,14,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26005159075768926/,,"Folks, anyone else got this set from Amazon ? I see that one joker delaminated. I think there was another post about the same issue. Is there a way to fix the issue (super glue) or should I return it ? Other than that I love the animal theme, colors, slightly large size, price point etc.","{""tile_design_readability"": 1, ""tile_theme_pattern"": 2, ""buying_matching"": 1, ""quality_risk"": 1}","{""tile_design_readability"": [""joker""], ""tile_theme_pattern"": [""theme"", ""colors""], ""buying_matching"": [""amazon""], ""quality_risk"": [""price""]}"
2026-05-09 01:33:05,Christina Christina,tile_design_readability,9,18,13,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27274941528790668/,,"Hi! Question on 2026 card, if anyone knows for sure vs. interpretation In any like numbers, the last line FF 1111 (green) 11 (red) 1111 (blue) DD (green) (Any 3 suits with any dragon) Do the first set of numbers need to match the dragons, or do they not need to match because parentheses say with “any dragon” vs saying with “matching dragon” like the line above it says Thank you!!!!","{""tile_design_readability"": 4, ""tile_theme_pattern"": 3, ""buying_matching"": 2}","{""tile_design_readability"": [""numbers"", ""dragon"", ""dragons"", ""suits""], ""tile_theme_pattern"": [""green"", ""blue"", ""red""], ""buying_matching"": [""match"", ""matching""]}"
2026-04-17 21:08:24,Gina Shrestha,tile_theme_pattern,4,18,13,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27029275096690647/,,Does anyone have a blue/green peacock print mat? ￼I’d love to see what it looks like and what kind of tiles and racks you matched with it. Please include any links if you can!,"{""tile_theme_pattern"": 2, ""mat_table_surface"": 1, ""accessory_storage"": 1}","{""tile_theme_pattern"": [""green"", ""blue""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks""]}"
2026-04-14 15:50:50,Lou Anne Nast,tile_design_readability,3,18,13,1,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26993680660250091/,,The last hand under like numbers? Do the pair of dragons have to match the first 4 numbers,"{""tile_design_readability"": 2, ""buying_matching"": 1}","{""tile_design_readability"": [""numbers"", ""dragons""], ""buying_matching"": [""match""]}"
2026-03-27 11:28:08,Rebecca Forney,buying_matching,5,18,13,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26796085140009645/,,When you have multiple exposures on your rack should you separate them so other people know which jokers go with which Kong or Pung or is this just a courtesy thing.,"{""tile_design_readability"": 1, ""accessory_storage"": 1, ""buying_matching"": 3}","{""tile_design_readability"": [""jokers""], ""accessory_storage"": [""rack""], ""buying_matching"": [""go with""]}"
2026-06-15 17:14:16,Lindsay Kiely,buying_matching,4,18,12,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27758144857136997/,,Show me mats to go with my tiles.,"{""mat_table_surface"": 1, ""buying_matching"": 3}","{""mat_table_surface"": [""mats""], ""buying_matching"": [""go with""]}"
2026-02-01 16:12:27,Tera Hunt,accessory_storage,8,18,12,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26267910402827124/,,Hello 👋! I’m new to Mahjong and wanted to introduce myself. I’m a travel agent so the first tile set I just bought is The Anywhere Series by My Fair Mahjong which has whimsical travel themed tiles. I’m now looking for a mat choice that is reasonably priced. I really don’t want to spend $60 or up on ... table the same size needed for Mahjong? Thank you in advance for being kind as I’m very new to this.,"{""tile_theme_pattern"": 2, ""mat_table_surface"": 2, ""accessory_storage"": 3, ""buying_matching"": 1}","{""tile_theme_pattern"": [""themed"", ""design""], ""mat_table_surface"": [""mat"", ""mats""], ""accessory_storage"": [""racks"", ""pushers"", ""travel""], ""buying_matching"": [""match""]}"
2026-06-25 06:27:32,Therese Maillet Markham,tile_theme_pattern,12,18,11,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27875125058772309/,,Hi there! All the tiles options are so fun but also overwhelming…I love all the big brands and the smaller boutique ones! Currently I have two Amazon sets -fun cute pink travel theme set (in pics) -red back set with blues / greens (in pics) AND one nice set from Bam Bird Boutique -Deco Tiles Mulberr ... are Miss Mahjong Jade 😂). Would love your suggestions! Open to different tile brands. Thank you ❤️🀄️,"{""tile_theme_pattern"": 6, ""mat_table_surface"": 1, ""accessory_storage"": 1, ""buying_matching"": 4}","{""tile_theme_pattern"": [""theme"", ""pink"", ""green"", ""teal"", ""red"", ""bird""], ""mat_table_surface"": [""mats""], ""accessory_storage"": [""travel""], ""buying_matching"": [""go with"", ""amazon""]}"
2026-05-28 16:05:35,Cherie Rothrock Snyder,tile_design_readability,8,18,11,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27518936904391128/,,"I have enjoyed reading your posts and have now joined the group! I am looking for an Amazon tile set that is pretty/cute but need a few specifics. I love to play but am not as sharp as I used to be and can get a little confused when the colors blend. I want green bams, and cracks that each one are n ... are butterflies 🦋 and the jokers are garden fairies which I guess is fine. What ya’ll think? Advice?","{""tile_design_readability"": 4, ""tile_theme_pattern"": 3, ""buying_matching"": 1}","{""tile_design_readability"": [""bams"", ""cracks"", ""jokers"", ""dragons""], ""tile_theme_pattern"": [""colors"", ""green"", ""garden""], ""buying_matching"": [""amazon""]}"
2026-04-20 14:13:56,Lisa N Ryan Dahl,accessory_storage,7,18,10,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27055560570728766/,,"2nd line 2026 section of red NMJL card- Is my read correct?l - just practicing reading the card (fairly new but can’t play a lot). The 2026 DDD (first half) must be the dot as zero and dragons since it’s all green and only soap can be used as 0, second half can be remaining and or cracks?","{""tile_design_readability"": 2, ""tile_theme_pattern"": 2, ""accessory_storage"": 3}","{""tile_design_readability"": [""cracks"", ""dragons""], ""tile_theme_pattern"": [""green"", ""red""], ""accessory_storage"": [""nmjl card""]}"
2026-03-17 14:38:47,Gambrielle McCall Brown,accessory_storage,4,18,10,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26690117567273070/,,"Hello! My name is Gambrielle and I have drank the mahjong Koolaid 😂😂😂 My girlfriends and I took a class and are loving it! I have 4 kids ages 13, 11, 9, and 6 who all love to play card games and I would like to teach them/my husband when we take our motorhome to Disney soon. I was going to do mini M ... will definitely graduate to NMJL card quickly, but my younger two are going to want to play with us!","{""accessory_storage"": 4}","{""accessory_storage"": [""travel"", ""nmjl card""]}"
2026-03-03 11:35:27,Jennifer Chambers,tile_design_readability,3,18,10,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26549695191315309/,,"A question about playing with blanks…yesterday our group decided to have a “for fun “ tournament and played 6 games keeping points to declare a winner at each table. Round one was played using the traditional rules, round 2 was messy mahjong with stacks and round 3 was with blanks. This was probably ... The Table said no and I had to discard my blank. Were we correct? i didn’t get Mahjkng😣. Thank you!","{""tile_design_readability"": 3}","{""tile_design_readability"": [""traditional"", ""dots"", ""joker""]}"
2026-06-02 02:11:42,Leslie Schmuck Roop,accessory_storage,5,18,9,2,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27582373314714153/,,"Update: - found! Thanks for everyone that pointed me in the right direction. It can be found on etsy - by 2M Mahjong, item is called Helping Hand Mahjong card holder. ISO - there was previously a post regarding card holders. This card holder was a little different cause it didn't slide under the mat ... I ordered one) but can't find it. (also posting this on another FB page). Help would be appreciated.","{""mat_table_surface"": 1, ""accessory_storage"": 3, ""buying_matching"": 1}","{""mat_table_surface"": [""mat""], ""accessory_storage"": [""card holder""], ""buying_matching"": [""etsy""]}"
2026-03-23 22:54:11,Gail Mittelman,tile_design_readability,5,18,9,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26757392553878904/,,Just played the new card. On the like numbers. When you expose. Do you put up the one matching dragon ? If you have 3 5craks and a red in your hand. Can you call and expose 4 5 craks. (I hope my question is clear. ),"{""tile_design_readability"": 3, ""tile_theme_pattern"": 1, ""buying_matching"": 1}","{""tile_design_readability"": [""clear"", ""numbers"", ""dragon""], ""tile_theme_pattern"": [""red""], ""buying_matching"": [""matching""]}"
2026-05-02 01:40:33,Paula McNally,tile_design_readability,3,18,8,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27193528933598595/,,"Can anyone give me any information about my mahjong set? I believe it is bakalite, but I would like to try to find out more information about it's age and maker. It did not come with jokers, but did come with 2 blanks. There are 4 racks. The box is slowly falling apart. If I can find out more info I ... aybe not. I read some early sets didn't come with any. Thanks in advance for any info you can offer.","{""tile_design_readability"": 1, ""accessory_storage"": 1, ""buying_matching"": 1}","{""tile_design_readability"": [""jokers""], ""accessory_storage"": [""racks""], ""buying_matching"": [""matching""]}"
2026-03-14 20:24:55,Dee Clair,accessory_storage,3,18,8,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26662894596662034/,,"I swear, Bird & Bamboo makes the best wooden racks anywhere! Solid and heavy, magnetic pushers and over 20 colours to choose from. Gorgeous! #mahjong #racks","{""tile_theme_pattern"": 1, ""accessory_storage"": 2}","{""tile_theme_pattern"": [""bird""], ""accessory_storage"": [""racks"", ""pushers""]}"
2026-02-15 04:33:03,Phil Ip,buying_matching,7,18,8,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26395469663404530/,,Spinmaster Legacy Deluxe Mahjong set This set has been a hit with our club. I picked it up because I got a good deal on it & I want all of our members to experience various different tile sizes with and without racks. For the ones that want to purchase I always get asked which sets to get and I alwa ... ing to get these. I found them for under 60 due to damage packaging. But everything inside was fine.,"{""tile_design_readability"": 2, ""accessory_storage"": 2, ""buying_matching"": 3}","{""tile_design_readability"": [""clear"", ""jokers""], ""accessory_storage"": [""racks"", ""case""], ""buying_matching"": [""which set""]}"
2026-05-19 00:50:44,Sharon Stacy LaBarge,mat_table_surface,10,18,7,0,3,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27402456382705848/,,"Mother's Day gift of Sunday Mahjong mat to go with my Sunday tiles (Not pictured), absolutely love it.... the feel and the colors are great. Also just received these beautiful tiles.....Wonderous Place from Call for Mahjong. Happily these also pair well with SM mat. The colors in person are crisp an ... ll for Mahjong. Almost forgot that I got to use my MJTI discount too! #callformahjong #sundaymahjong","{""tile_design_readability"": 1, ""tile_theme_pattern"": 2, ""mat_table_surface"": 4, ""buying_matching"": 3}","{""tile_design_readability"": [""dragons""], ""tile_theme_pattern"": [""colors"", ""bright""], ""mat_table_surface"": [""mat"", ""mahjong mat""], ""buying_matching"": [""go with""]}"
2026-02-26 03:08:42,Connie Williams Foley,tile_design_readability,10,18,7,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26497964846488344/,,My first set! I wanted traditional tiles and a mat that wasn’t too busy. -Ivory striped tiles from Yellow Mountain Imports. -Orange/pink tiger mat from Amazon. -Non slip pink racks from Amazon. Already thinking about pink tiles for my next purchase. Now I understand the addiction!,"{""tile_design_readability"": 5, ""tile_theme_pattern"": 2, ""mat_table_surface"": 1, ""accessory_storage"": 1, ""buying_matching"": 1}","{""tile_design_readability"": [""traditional"", ""busy"", ""too busy""], ""tile_theme_pattern"": [""pink"", ""orange""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks""], ""buying_matching"": [""amazon""]}"
2025-11-18 04:25:13,Roanne Bacchus,tile_design_readability,6,18,7,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25628794410072063/,,"I got this set today that has the coolest flower tiles with Chinese numerals. The person I got it from knew nothing about it. I found one picture in a group and I tagged the poster to ask about the set. The internet was not helpful, not even with an image search. If anyone can share some info this s ... s with English numerals and 4 flowers with Chinese numerals. The paper inside said ""1999 Sunnywood"".","{""tile_design_readability"": 4, ""tile_theme_pattern"": 2}","{""tile_design_readability"": [""flower tiles"", ""jokers""], ""tile_theme_pattern"": [""flower"", ""flowers""]}"
2026-04-27 12:41:26,Patrice Leary Hardee,buying_matching,4,18,6,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27138906559060833/,,What mats go with this set? Seems like it should be a low country look but I don’t know,"{""mat_table_surface"": 1, ""buying_matching"": 3}","{""mat_table_surface"": [""mats""], ""buying_matching"": [""go with""]}"
2025-12-05 21:57:24,Rhonda Portnoy,tile_design_readability,5,18,6,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25775336778751158/,,so i finally picked up the set. i knew it was missing a 3 crack but found it under the joker stickers which are now off - i’ve tracked down a match for my now missing “joker” as the 3 crack will now be used - dilemma is which of the flowers to turn into jokers. the last two on the top row were cover ... - i’m also thinking of trying a traditional “big joker” with character sticker. Matt or Glossy? TYIA,"{""tile_design_readability"": 3, ""tile_theme_pattern"": 1, ""buying_matching"": 1}","{""tile_design_readability"": [""traditional"", ""joker"", ""jokers""], ""tile_theme_pattern"": [""flowers""], ""buying_matching"": [""match""]}"
2026-04-26 14:58:27,Phil Ip,tile_theme_pattern,4,18,5,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27128508920100597/,,"Sisterhood of the Traveling Mahjong Set 🀄 San Servolo, Venice Italy. This is my HK Style travel set. So far it's been to 3 countries and 8 cities. Unfortunately it wasn't played in Italy due to timing. (Next time) But at least I was able to find local artisans who made the dice and a bag maker for t ... 🎲 So now the set has 🇮🇹 red green and white dice & another leather bag maker who made the dice tray.","{""tile_theme_pattern"": 2, ""accessory_storage"": 2}","{""tile_theme_pattern"": [""green"", ""red""], ""accessory_storage"": [""travel"", ""dice""]}"
